customer_id,first_name,last_name,email_address,phone_number,age,salary,join_date,country,status,score,account_balance,latitude,longitude,user_agent,_invalid_email_address,_is_outlier
C00547,Tbaeo,Egkxfqq,tbaeo.egkxfqq@yahoo.com,+1-555-3211,72,284836,2020-08-06,Canada,pending,93,15394.74,49.277433,-129.768594,oPFBpOVJhGIzplkzyaKt Browser/1.0,False,False
C00548,Aqpsc,Oabexfd,aqpsc.oabexfd@gmail.com,+1-555-6968,61,136211,2022-09-19,uk,False,83,25304.97,56.077184,-135.578924,VPrkLMCCbftqrqmFtBWG Browser/1.0,False,False
C00549,Vijiv,Sevuzdr,vijiv.sevuzdr@yahoo.com,+1-555-6960,28,133018,2021-05-20,USA,TRUE,59,42867.33,-89.127516,34.36146182794559,nmOxmFcCnuHyGnZJqdca Browser/1.0,False,False
C00550,Zfiby,Wjowwxb,zfiby.wjowwxb@outlook.com,+1-555-7239,25,206975,2020-09-25,Germany,pending,2,27724.51,-53.074143,165.042268,AHGVVpwjINjFtFhsyZop Browser/1.0,False,False
C00551,Ervtj,Eomueaw,ervtj.eomueaw@yahoo.com,+1-555-9054,56,95557,2022-06-21,CANADA,False,54,26261.95,12.858664,-99.322537,bPMGmxpDzJChqBSooruz Browser/1.0,False,False
C00552,Bhuhf,Fcgbrzb,bhuhf.fcgbrzb@gmail.com,+1-555-6980,29,299280,2023-07-16,Australia,Active,30,39229.67,-52.952399,106.521097,FnptuQnWvzjhHjLCkjbA Browser/1.0,False,False
C00553,Pryfk,Igmtkfm,pryfk.igmtkfm@yahoo.com,+1-555-3780,71,62056,2024-02-28,Australia,ACTIVE,76,34274.95,-47.347227,-86.089841,nsdmWHrcWTvPQwkEPxcZ Browser/1.0,False,False
C00554,Hefxq,Rmcknqg,hefxq.rmcknqg@gmail.com,+1-555-4431,57,233768,2024-09-26,USA,False,15,45225.77,-9.442990121601817,14.144755,bukWGwGBNslSNSemOHZz Browser/1.0,False,False
C00555,Oongy,Lvdfucs,oongy.lvdfucs@outlook.com,+1-555-5140,55,77642,2021-10-13,USA,active,60,35348.06,-87.104316,107.671748,THpyEqxXhnDpIYDxXWEz Browser/1.0,False,False
C00556,Xicyb,Dkvozzw,missing@,+1-555-3500,64,231017,2023-09-21,UK,active,43,45806.21,11.974258,-19.088405,gpbVGtKEgRwdRNbVSObu Browser/1.0,True,False
C00557,Gdlow,Phenred,gdlow.phenred@yahoo.com,+1-555-5779,65,86962,2024-07-09,France,active,8,5819.28,87.702609,3.917035,hkaygyhwRdFmTvpQVZkl Browser/1.0,False,False
C00558,Joeqb,Whckdcu,joeqb.whckdcu@gmail.com,+1-555-5025,25,103952,2024-06-08,France,pending,17,10743.92,77.160451,40.255243704351926,oUtaEuAkoPukMhDHVuSY Browser/1.0,False,False
C00559,Cabow,Pskwzxc,cabow.pskwzxc@gmail.com,+1-555-9753,51,149831,2020-02-25,Germany,Active,75,23035.8,26.97628115800125,-44.28741,rcuGtYVhJibWyJfPxJAx Browser/1.0,False,False
C00560,Rcpsi,Opzjqbu,rcpsi.opzjqbu@hotmail.com,+1-555-2923,69,67778,2024-04-03,uk,active,92,16479.35,-37.011681,-60.815248,sdwxpoLFUhNursljkVrk Browser/1.0,False,False
C00561,Kcfdw,Stkcxhs,kcfdw.stkcxhs@gmail.com,+1-555-3288,76,150544,2020-04-15,USA,inactive,11,10746.13,24.908186,-39.736283,ddJZcXzEiHImeGflcaGs Browser/1.0,False,False
C00562,Wmjze,Qutxqvd,wmjze.qutxqvd@outlook.com,+1-555-9501,28,246628,2021-08-15,Germany,False,30,39056.77,-13.907680353432355,66.49154,RtqHgtFwURAnAXSUGATg Browser/1.0,False,False
C00563,Jgpds,Cjytcjx,jgpds.cjytcjx@gmail.com,+1-555-2330,63,208333,2020-03-15,Canada,ACTIVE,72,32435.28,-17.272998936053213,0.313017,YVFHEbcQLdMvdKrZvlRq Browser/1.0,False,False
C00564,Sibdv,Skuhjhi,sibdv.skuhjhi@outlook.com,+1-555-4770,74,250398,2023-05-22,Germany,False,16,41240.9,-18.603704,-40.310006,jPeroImOykTgKwBIuGBS Browser/1.0,False,False
C00565,Fwdrh,Fzuxoew,fwdrh.fzuxoew@outlook.com,+1-555-7968,85,52419,2021-02-07,France,False,82,2876.76,-34.593732,61.809915,dqPaBtGMdydfRaXpOuOI Browser/1.0,False,False
C00566,Wfqfr,Snfufps,wfqfr.snfufps@gmail.com,+1-555-1724,63,176544,2020-03-19,CANADA,pending,38,29364.02,-14.846235,151.140034,oKkOtsLGPYtNPXillNgG Browser/1.0,False,False
C00567,Gajxx,Ccsjycr,gajxx.ccsjycr@hotmail.com,+1-555-6167,36,291040,2024-08-18,Germany,False,38,20769.26,-79.534657,-31.12339,NChqpdGPqyPeEAlUjpHy Browser/1.0,False,False
C00568,Dutjx,Vwublay,dutjx.vwublay@hotmail.com,+1-555-3060,31,147469,2023-05-06,France,TRUE,25,11048.48,-3.16513,102.999104,JCVbpwEYsPEWWMKOMAXS Browser/1.0,False,False
C00569,Kuxdk,Mdvcalu,kuxdk.mdvcalu@outlook.com,+1-555-2790,33,111447,2021-11-02,Canada,TRUE,77,20273.11,48.721071,-35.886651,ZpidpqwbRRHIMDOHbUgt Browser/1.0,False,False
C00570,Qruin,Fliwzak,not-an-email,+1-555-8381,21,252580,2024-06-04,Germany,False,47,25034.15,-50.262676,-94.723381,prgARPUfZBwABCdkZXel Browser/1.0,True,False
C00571,Fsfvd,Isyjmfl,fsfvd.isyjmfl@outlook.com,+1-555-7385,35,274544,2020-08-28,uk,Active,7,25304.97,-0.662181,62.65276180900486,WVfvqWITXDpmiJTCVsdx Browser/1.0,False,False
C00572,Dsrms,Sfubdow,dsrms.sfubdow@gmail.com,+1-555-3867,71,56508,2022-12-12,uk,inactive,72,31798.07,40.89549190405277,-126.606573,gYXZPjZPAZqYzavxgWYX Browser/1.0,False,False
C00573,Rwepo,Imsryyg,rwepo.imsryyg@outlook.com,+1-555-8637,37,154697,2020-04-17,France,inactive,62,32105.95,52.052303,-154.721204,wwCIDkyYkmQJWVqFcCfc Browser/1.0,False,False
C00574,Frezc,Yyhtnqe,frezc.yyhtnqe@outlook.com,+1-555-2655,71,158411,2023-06-14,Canada,inactive,67,45454.38,14.86181949848703,23.327536,lOPllAUQmynjfaCPannN Browser/1.0,False,False
C00575,Rktcn,Qtuvste,rktcn.qtuvste@hotmail.com,+1-555-9291,45,278828,2024-07-25,Germany,ACTIVE,67,43052.94,23.508433,-51.021479,QNoObwXrLjXvFVYQGIya Browser/1.0,False,False
C00576,Erfma,Limdytc,erfma.limdytc@hotmail.com,+1-555-2738,49,190863,2024-11-05,uk,pending,42,22410.14,-4.1058361215551455,-157.301077,wPEMjpizAxhCcmXBnbVW Browser/1.0,False,False
C00577,Tyiya,Rigtgzv,tyiya.rigtgzv@gmail.com,+1-555-1044,67,248983,2020-07-21,UK,False,76,15549.33,70.590222,-49.141448,GvHXmTTQiMgyJwGNOxDJ Browser/1.0,False,False
C00578,Mfmir,Gttbxvz,mfmir.gttbxvz@gmail.com,+1-555-3401,41,50185,2020-12-24,France,pending,58,18687.9,-64.25487,93.643606,PJNFTZCvnmdrjPNyioWA Browser/1.0,False,False
C00579,Gbsal,Gpybuey,@domain.com,+1-555-6950,63,204214,2023-04-25,UK,pending,6,18013.0,58.787404,82.166837,qEVgyREVZFpmJAvNjhbD Browser/1.0,True,False
C00580,Xljoc,Bdkaefr,xljoc.bdkaefr@yahoo.com,+1-555-5533,65,265411,2021-03-23,USA,ACTIVE,48,21712.64,76.261228,78.78397634683071,gKNBiXuVTGgTcCFZHvLV Browser/1.0,False,False
C00581,Rfyfr,Larjpzh,rfyfr.larjpzh@hotmail.com,+1-555-9530,85,172271,2023-07-17,USA,active,71,16415.41,-9.970389,-93.214601,YTXQxKINGsolWWLdmxhl Browser/1.0,False,False
C00582,Alcsq,Cfvqkzx,alcsq.cfvqkzx@gmail.com,+1-555-8333,35,158624,2022-10-20,Germany,TRUE,68,23692.96,-87.070151,-167.791448,cpndvcavgykAfjwEJTQG Browser/1.0,False,False
C00583,Gqfvl,Djmbrkw,gqfvl.djmbrkw@outlook.com,+1-555-7314,58,53340,2023-08-11,USA,Active,60,34961.55,34.920407,174.707246,FRMUYmeXuBzqeGwTHBcV Browser/1.0,False,False
C00584,Jmwwb,Gfjlrpz,jmwwb.gfjlrpz@yahoo.com,+1-555-2400,56,42562,2024-10-25,France,pending,6,36341.19,-5.968645,-93.345171,MtjObILGCERIfrTgTBgf Browser/1.0,False,False
C00585,Ysvom,Qkaaqqe,ysvom.qkaaqqe@hotmail.com,+1-555-4709,31,60754,2024-06-16,France,Active,92,7492.42,36.78808756158393,-120.129256,HQtwOOWHdbWZvzBLGuGj Browser/1.0,False,False
C00586,Wigpz,Ikwajse,wigpz.ikwajse@hotmail.com,+1-555-6405,18,54927,2022-04-28,UK,inactive,30,42436.39,70.039033,158.322321,MDSehAmAVfNZzNWOKTDY Browser/1.0,False,False
C00587,Rlfwg,Skqairn,rlfwg.skqairn@yahoo.com,+1-555-3612,45,68680,2024-03-19,Germany,ACTIVE,6,8897.9,-49.003592,-47.70642,EeTEEUDhLjLTMdcDJevu Browser/1.0,False,False
C00588,Hsbrv,Pfayroq,hsbrv.pfayroq@hotmail.com,+1-555-7328,72,260130,2024-09-23,Canada,inactive,33,10633.81,3.974164590754486,29.932442,JwqCRMhBweJwczYbuzQS Browser/1.0,False,False
C00589,Wgjzz,Wxivvbj,wgjzz.wxivvbj@outlook.com,+1-555-5664,999,264641,2023-11-23,France,False,60,22082.8,46.697739,113.093599,VeisMuVYGPHkiRcrJvBV Browser/1.0,False,True
C00590,Gksgt,Nydhgkm,gksgt.nydhgkm@gmail.com,+1-555-7526,23,138811,2023-04-07,Canada,active,13,14234.11,-29.590603194844956,-177.650821,ckEbxnndBpxLlMBJXxWF Browser/1.0,False,False
C00591,Vxnlz,Iezhfuk,vxnlz.iezhfuk@outlook.com,+1-555-8771,30,137415,2023-07-03,UK,inactive,91,11399.59,58.873781,73.749227,mgmSckzUibptrKTRDoyh Browser/1.0,False,False
C00592,Lowmo,Udcdxga,lowmo.udcdxga@gmail.com,+1-555-9385,38,199297,2021-04-24,UK,active,76,38835.97,-51.566982,109.652751,dWigtgEJXkyhINcOnwzP Browser/1.0,False,False
C00593,Pdruc,Vtiompk,pdruc.vtiompk@gmail.com,+1-555-3528,18,98889,2021-09-27,France,False,54,29470.53,85.327888,-142.02144,TGDpvUnRIjmPGmVCuSkT Browser/1.0,False,False
C00594,Rosja,Mutwwzu,rosja.mutwwzu@yahoo.com,+1-555-7501,59,168518,2021-08-10,France,pending,98,20907.4,5.977297,-21.627105,eMNqUWVEkMIRekHcVMRh Browser/1.0,False,False
C00595,Giate,Pqaquzn,giate.pqaquzn@yahoo.com,+1-555-6824,33,118514,2022-07-24,Canada,TRUE,5,21896.96,42.5279,2.887523,oQBDvkOUxrfqEcGcMYVa Browser/1.0,False,False
C00596,Yogcg,Sbjxsde,yogcg.sbjxsde@outlook.com,+1-555-4355,75,262507,2021-09-10,UK,inactive,70,39528.96,27.226006984663695,67.44107,bycDQrcODwlrhMxXinFu Browser/1.0,False,False
C00597,Bhyag,Rqcwjxa,missing@,+1-555-7385,999,289201,2021-05-03,Germany,Active,97,25304.97,-62.29902,177.724309,fZPiHJnPJrepakWLrvuL Browser/1.0,True,True
C00598,Ncyue,Ecydukh,ncyue.ecydukh@outlook.com,+1-555-4927,80,76022,2020-09-16,CANADA,Inactive,88,2141.71,-82.913332,-116.424699,WMXdkiIjXCeUwbiuXbgp Browser/1.0,False,False
C00599,Ispag,Rdqfbnz,ispag.rdqfbnz@hotmail.com,+1-555-7282,78,204258,2020-01-19,USA,active,82,14542.41,-51.22743,147.44655,HpCnGMEuNzGMjmCNWksn Browser/1.0,False,False
C00600,Wkflc,Fqzkwwt,wkflc.fqzkwwt@gmail.com,+1-555-5777,53,122514,2023-02-11,Germany,active,35,25304.97,-49.06155,42.531722,bhUMBkPdkAbdEntDZcSi Browser/1.0,False,False
C00601,Jbfls,Oybytum,jbfls.oybytum@yahoo.com,+1-555-9949,78,177455,2023-04-05,Australia,active,3,16825.34,-19.620581,116.925795,BiKYQUrRpIfhhDKxNnMM Browser/1.0,False,False
C00602,Yfupp,Usoarhp,yfupp.usoarhp@yahoo.com,+1-555-4092,75,197757,2024-02-02,USA,inactive,4,25304.97,-55.661175,116.338497,UujgoasriPRLfotjwviS Browser/1.0,False,False
C00603,Quwrb,Vzpxseg,missing@,+1-555-9459,27,25537,2022-05-22,Germany,ACTIVE,22,10299.07,3.309304,-174.688271,alGhJmcTuulniiKAHATG Browser/1.0,True,False
C00001,Hkohg,Vsignfn,hkohg.vsignfn@gmail.com,+1-555-7967,69,283017,2024-01-06,Canada,ACTIVE,29,27186.46,-68.025356,36.158401,xIIOXNMFmYxsbKJZCFQm Browser/1.0,False,False
C00605,Yfudq,Vdgjjcm,yfudq.vdgjjcm@gmail.com,+1-555-5136,37,51637,2023-12-07,UK,active,26,30599.32,-38.41900004650459,-179.104253,clWcrYiRaKQlotjknqnC Browser/1.0,False,False
C00606,Usqrk,Klxonbr,usqrk.klxonbr@outlook.com,+1-555-4599,61,52827,2020-04-26,Germany,TRUE,51,15468.43,-10.428088,92.6516467066066,fuZrunOTMbdnObMibnhQ Browser/1.0,False,False
C00607,Tpqqk,Oicnnca,missing@,+1-555-4453,57,247071,2020-07-12,USA,Active,33,15155.07,-31.566349,59.32682,nUxERbUSurVdWBJWgHso Browser/1.0,True,False
C00608,Zujfr,Hrmzsob,zujfr.hrmzsob@hotmail.com,+1-555-9987,56,66493,2022-04-20,France,Inactive,35,31165.16,-19.048385,-30.85232163721518,WNhSvBXdZOJsWRxWtvll Browser/1.0,False,False
C00609,Cdqns,Wyfqnsx,cdqns.wyfqnsx@outlook.com,+1-555-5029,82,68066,2024-06-06,Germany,Active,25,13715.24,-82.660081,-116.47105648769954,SxVhqniHoExCuNGGJbSF Browser/1.0,False,False
C00610,Ptbbw,Yxizlmt,ptbbw.yxizlmt@outlook.com,+1-555-3971,81,244729,2020-05-23,UK,Active,40,27113.28,14.266552,141.316019,QyRpSyZFEbGRdoNtVNKT Browser/1.0,False,False
C00611,Rsxon,Dvbqkzh,rsxon.dvbqkzh@gmail.com,+1-555-4425,32,171417,2021-07-20,Canada,Active,49,23665.79,18.1347,-51.305318,dFUDCuuItNzVsvHuqPFL Browser/1.0,False,False
C00612,Jsqhi,Wtvfbge,jsqhi.wtvfbge@gmail.com,+1-555-9669,18,256038,2024-03-05,USA,TRUE,11,17912.73,72.222336,129.569641,BcwCjKSlCQzTvimIidHm Browser/1.0,False,False
C00613,Hcpna,Hkbykzv,hcpna.hkbykzv@hotmail.com,+1-555-8910,999,250558,2022-11-28,Australia,TRUE,68,14852.21,53.975165,10.80975,gGNjmZHPjBOrMEAcjHxF Browser/1.0,False,True
C00614,Nvzwy,Kgzcsnf,nvzwy.kgzcsnf@outlook.com,+1-555-8282,53,82810,2022-12-10,France,ACTIVE,98,49101.71,33.461675,-96.825118,WvUGuKzaUegfkgKIxNmP Browser/1.0,False,False
C00615,Nhuwg,Foxejgb,nhuwg.foxejgb@hotmail.com,+1-555-1492,49,246684,2023-09-04,uk,Active,99,38553.21,-0.273197,132.887942,wbXkniKZkvrrFgyPkRZk Browser/1.0,False,False
C00616,Baevo,Ixkghsh,baevo.ixkghsh@yahoo.com,+1-555-1121,33,190362,2022-06-26,Canada,Inactive,35,7778.57,11.278058393904365,-63.503842,zjgjhqgEWUcgvCADdzqd Browser/1.0,False,False
C00617,Dyahc,Zgbczef,dyahc.zgbczef@outlook.com,+1-555-5646,80,233972,2022-12-15,Canada,active,81,20000.47,-67.736972,26.809242,PAKxfmtLykRcbuPbGoys Browser/1.0,False,False
C00618,Hzyok,Qhhzord,hzyok.qhhzord@yahoo.com,+1-555-8820,56,113077,2021-10-10,CANADA,inactive,36,24884.54,-75.22168,-128.752165,LtOkcnqgnNmvSGsTDtPl Browser/1.0,False,False
C00619,Jxxpg,Jghvsib,jxxpg.jghvsib@yahoo.com,+1-555-2985,45,71473,2020-08-03,USA,Inactive,21,33391.0,5.696019133236829,113.545077,QNoObwXrLjXvFVYQGIya Browser/1.0,False,False
C00620,Hhree,Nxjlcbe,hhree.nxjlcbe@outlook.com,+1-555-3521,76,115340,2023-08-18,USA,TRUE,61,13920.34,6.616474,162.426957,CCFuQGzgGEpnBSGLjUTQ Browser/1.0,False,False
C00621,Nmgqp,Dvqbcqn,missing@,+1-555-5053,30,68361,2022-05-14,Canada,inactive,96,13792.28,77.392212,-59.80868884568584,oBFyFXLkumvlSxoKkpqx Browser/1.0,True,False
C00622,Ztefw,Zwfdomr,missing@,+1-555-1702,41,217249,2024-03-21,USA,TRUE,29,11401.61,84.528839,163.61705,cfIUAFgQYrQXiwoxplTx Browser/1.0,True,False
C00623,Phqis,Txcpbtv,missing@,+1-555-4569,43,251326,2020-06-10,Germany,active,84,47784.88,52.218058,-12.46973806834139,cVEAdBNYzhIcVSaLooMq Browser/1.0,True,False
C00624,Otcoc,Qhqghkn,otcoc.qhqghkn@outlook.com,+1-555-8255,24,61526,2023-03-18,UK,ACTIVE,69,25304.97,-39.153158,111.009727,WQUTUDneasDdcnPIUWwx Browser/1.0,False,False
C00625,Dzuyf,Isbwcln,dzuyf.isbwcln@outlook.com,+1-555-6692,50,61263,2023-03-28,uk,Inactive,29,40183.33,29.504702,-6.204095,azCxxUOllgHfWThaeCqr Browser/1.0,False,False
C00626,Dchco,Lekcbnw,dchco.lekcbnw@gmail.com,+1-555-8343,49,30849,2022-05-28,uk,TRUE,46,24364.57,-40.34414889779916,37.99195870607666,sdAagbRsJYdhBzVFmXIv Browser/1.0,False,False
C00627,Brmrj,Rprlbjm,brmrj.rprlbjm@yahoo.com,+1-555-6100,68,249233,2020-02-18,uk,False,6,9041.31,57.427886,67.804413,hgqnoCyqyGDDLcppTvBc Browser/1.0,False,False
C00628,Xthck,Tcefjid,xthck.tcefjid@gmail.com,+1-555-2738,85,32555,2022-08-16,CANADA,Active,56,49333.7,12.193581,-126.46754225938044,dqPaBtGMdydfRaXpOuOI Browser/1.0,False,False
C00629,Xvnux,Cjljqcv,xvnux.cjljqcv@outlook.com,+1-555-1873,61,146497,2021-02-13,France,TRUE,51,23923.26,17.385947,-21.192203,pvuUCuendKoLvcRuaDNy Browser/1.0,False,False
C00630,Wtpqs,Kmmzbrp,wtpqs.kmmzbrp@hotmail.com,+1-555-9987,29,235686,2021-10-25,Canada,TRUE,6,37106.81,15.331052,30.559871,dWigtgEJXkyhINcOnwzP Browser/1.0,False,False
C00631,Iqcbq,Heypcco,iqcbq.heypcco@hotmail.com,+1-555-8223,21,176433,2024-11-02,USA,ACTIVE,5,39876.17,-78.80632,-99.969509,kfnIhOXjwCHkhLnScLND Browser/1.0,False,False
C00632,Ohyoj,Ciyfokj,ohyoj.ciyfokj@yahoo.com,+1-555-2058,27,222254,2022-09-19,USA,Inactive,70,25372.22,25.78945,61.978281,OTpKfWsgRAVUWBiSwSpA Browser/1.0,False,False
C00633,Mslvu,Glwxrfq,mslvu.glwxrfq@outlook.com,+1-555-4376,27,97200,2021-08-19,CANADA,Active,81,22595.41,10.264534,63.52509,YZWiWfFPLfsbUUiIowOY Browser/1.0,False,False
C00634,Lmela,Bkztfvp,missing@,+1-555-8379,36,278891,2022-12-17,France,TRUE,95,6000.51,-46.1109,-75.27335633155445,otlPtkSwTIfjnQQoEzTj Browser/1.0,True,False
C00635,Zncmz,Pdnltyq,zncmz.pdnltyq@gmail.com,+1-555-1631,85,182210,2020-11-15,Australia,False,18,10827.98,-19.755436,-37.826705,jkhgLIQvXLdvBFzIimGa Browser/1.0,False,False
C00636,Nrzcc,Ffyqfbm,nrzcc.ffyqfbm@gmail.com,+1-555-3697,48,236019,2023-01-03,uk,pending,46,10771.32,53.597641,95.462781,JLtderNyFJPmnhnglnNL Browser/1.0,False,False
C00637,Pewmn,Nyakqgy,pewmn.nyakqgy@outlook.com,+1-555-8525,60,57434,2021-12-03,France,TRUE,2,1468.26,-72.25951,-49.713687,THEwbljmLKGTLIJisJvg Browser/1.0,False,False
C00638,Qoebv,Aslibrn,qoebv.aslibrn@outlook.com,+1-555-5148,49,199635,2022-05-16,France,False,42,48002.55,28.101197,53.232851,QSrhxgqvpbIMsaQbnyoC Browser/1.0,False,False
C00639,Ihyzz,Hiyoxnw,ihyzz.hiyoxnw@yahoo.com,+1-555-4663,83,234153,2021-10-02,USA,pending,95,47468.32,83.691903,71.267922,NzHQsTdoqofAvQNYrhki Browser/1.0,False,False
C00640,Vottj,Wmpteod,vottj.wmpteod@yahoo.com,+1-555-7232,62,104407,2022-09-03,USA,TRUE,94,33935.1,18.641573627914248,10.104328,hVHsDuAmHImsPXfrWYnJ Browser/1.0,False,False
C00641,Mhhrj,Clnfqha,mhhrj.clnfqha@hotmail.com,+1-555-8961,54,115136,2020-01-10,USA,TRUE,38,37864.09,47.656232,-14.854057,WIkGISAJYiSgiNAATzwA Browser/1.0,False,False
C00642,Omukf,Sseouze,omukf.sseouze@yahoo.com,+1-555-7787,21,273040,2024-09-09,USA,active,83,25304.97,83.073404,-143.88394,vhJvUURcJFEKFOPCNXhN Browser/1.0,False,False
C00643,Layls,Uujnydq,layls.uujnydq@yahoo.com,+1-555-8150,55,267383,2023-06-12,Germany,False,19,971.83,77.239916,-40.00079248228511,zOZQuxGnBkXbIFdaoOLP Browser/1.0,False,False
C00644,Yxyrp,Uhofyvy,yxyrp.uhofyvy@yahoo.com,+1-555-5771,47,133461,2021-08-04,Canada,TRUE,77,5220.41,-77.989064,0.111097,omOZgjMdLsOWuqsBaYkI Browser/1.0,False,False
C00645,Scarr,Xggdwep,scarr.xggdwep@gmail.com,+1-555-8711,75,229921,2023-02-20,USA,active,5,29765.91,-63.667033,-136.990371,HZuQKeiFaxiyelyWljCJ Browser/1.0,False,False
C00646,Gtghh,Nytvttb,missing@,+1-555-5421,23,245645,2021-12-18,France,False,64,40574.8,-37.424429,-7.870131,YcTOpySBLlbgHwAKxrMN Browser/1.0,True,False
C00647,Tgolj,Wxgupmz,tgolj.wxgupmz@outlook.com,+1-555-6916,43,248945,2021-12-25,USA,pending,76,6997.08,-24.90391224285981,-11.540291,RYcBSfgOxolItBEXKNsI Browser/1.0,False,False
C00648,Ltfyj,Itvnsan,ltfyj.itvnsan@outlook.com,+1-555-5001,29,152232,2020-08-28,UK,Active,41,36113.96,-62.850172,86.637488,EKulaqweVSKRVJpoWSyC Browser/1.0,False,False
C00649,Bfkse,Uutawhd,bfkse.uutawhd@yahoo.com,+1-555-6167,999,242211,2023-07-03,Australia,TRUE,57,34438.02,-46.26015,-127.443326,cDSwhGcNAGLmuGQemKvZ Browser/1.0,False,True
C00001,Rcwmh,Qtecmnh,rcwmh.qtecmnh@yahoo.com,+1-555-4630,25,97842,2024-09-16,Germany,active,99,42013.26,3.830251,-113.354714,XVSnWCPxIfEhyzZySBMB Browser/1.0,False,False
C00651,Sadal,Solsugv,sadal.solsugv@outlook.com,+1-555-3895,19,124004,2024-10-11,USA,active,51,35270.22,45.007932,15.226502357414581,DtklosWQyxEtTMTWEJug Browser/1.0,False,False
C00652,Vtynz,Csojpbg,vtynz.csojpbg@yahoo.com,+1-555-6863,65,25659,2024-08-27,UK,active,25,9596.76,35.927367,44.212401,tDvwfpiSMzCsgmrqkbPv Browser/1.0,False,False
C00653,Jjuxn,Lkxettg,jjuxn.lkxettg@gmail.com,+1-555-8362,78,172477,2024-02-16,France,TRUE,37,47922.37,-65.308809,-113.302426,CXQANnuDMFCrijOXWlTU Browser/1.0,False,False
C00654,Wjpcv,Bcczwoi,wjpcv.bcczwoi@yahoo.com,+1-555-6345,81,132329,2020-09-24,France,pending,46,19234.67,42.900049,-158.301042,KDPxXtxQRxpfhnCBfJOG Browser/1.0,False,False
C00655,Zoknn,Atkaggn,missing@,+1-555-5268,18,270271,2022-09-19,uk,active,22,1506.68,74.164775,-37.384222948919806,XauzvmNLrCsPtrwEmXvl Browser/1.0,True,False
C00656,Bbyjq,Rrjzsoi,bbyjq.rrjzsoi@outlook.com,+1-555-2654,65,119634,2022-11-26,Germany,pending,72,11729.1,68.959046,12.93481834700201,erAtctkeZDsRPgZrtSci Browser/1.0,False,False
C00657,Djflj,Twhecjq,djflj.twhecjq@hotmail.com,+1-555-6922,59,49563,2022-11-05,Germany,active,43,17092.71,89.44061,-169.5314,qPnPjkuPqHeRtvoBXgND Browser/1.0,False,False
C00658,Fweii,Ufhuvqe,fweii.ufhuvqe@hotmail.com,+1-555-3119,22,100602,2021-01-11,CANADA,False,25,40092.82,29.69172510005586,-53.405844,WfoaZRJBaOVKmTYjucIz Browser/1.0,False,False
C00659,Sedua,Rjssmej,sedua.rjssmej@gmail.com,+1-555-6731,63,116306,2023-08-22,uk,False,41,23281.78,-35.479925,153.11299,gJNhUMOOFKNTnQytddQg Browser/1.0,False,False
C00660,Fidjb,Dikcegs,missing@,+1-555-9244,78,114307,2020-12-04,UK,active,17,25304.97,-63.320291,-53.617399,JeauRMFctYxskpsyBLAO Browser/1.0,True,False
C00661,Audrt,Yvjciks,audrt.yvjciks@yahoo.com,+1-555-5776,56,202382,2024-10-21,Germany,TRUE,62,44213.7,-41.411835,22.70641477462209,tUoXrpigLDtsNhbEXVAZ Browser/1.0,False,False
C00662,Vijjb,Jtzyurm,vijjb.jtzyurm@gmail.com,+1-555-4552,80,226342,2023-09-17,France,inactive,4,42617.78,59.328829,-76.776824,SIQkwvXcdFzPbqaOStwd Browser/1.0,False,False
C00663,Ysmcq,Agymuhe,ysmcq.agymuhe@gmail.com,+1-555-2606,71,258953,2022-08-28,Germany,TRUE,4,41305.09,13.587393367751863,-128.381995,NtcAwPIPuoHhncuEKKND Browser/1.0,False,False
C00664,Ionqv,Laelpxj,ionqv.laelpxj@outlook.com,+1-555-5131,29,282477,2024-04-06,France,pending,16,44609.91,12.274324,-53.557441,SGZXAgxXZyzplNvlMdcN Browser/1.0,False,False
C00665,Uiczk,Noebkfx,uiczk.noebkfx@yahoo.com,+1-555-6431,44,91452,2022-11-06,Australia,pending,19,49894.27,-33.871921,48.132591,pzpdxoxsETFBnIAINQfS Browser/1.0,False,False
C00666,Jrprg,Svkzeak,jrprg.svkzeak@yahoo.com,+1-555-2937,81,219911,2024-03-10,Germany,Inactive,79,10994.35,57.023553,-168.39835,ftVTVwrSScolFUDcOssR Browser/1.0,False,False
C00667,Glmzu,Dbzpybf,glmzu.dbzpybf@gmail.com,+1-555-3965,22,58777,2023-02-03,UK,Inactive,64,2437.12,44.795241,83.944523,iOnjtxGheiYcoQHBleYa Browser/1.0,False,False
C00668,Lyxsa,Hvctejo,lyxsa.hvctejo@gmail.com,+1-555-6573,50,94739,2022-08-25,uk,ACTIVE,25,-414.9,-16.23434,-156.309331,SSwwXHPYSMmSraXXLGLx Browser/1.0,False,False
C00669,Qlnbm,Uxwismf,qlnbm.uxwismf@gmail.com,+1-555-6345,52,249260,2023-01-24,France,False,70,20575.2,-3.523353,-98.888362,kfRHGBNcyDtRTYZQzrTN Browser/1.0,False,False
C00670,Jlawj,Pmiyrug,@domain.com,+1-555-3302,44,69324,2021-08-03,Germany,inactive,72,6525.95,-39.628909,173.292596,dUDkdlJCYAkwDrcEeUgQ Browser/1.0,True,False
C00671,Kloiz,Xhyhask,kloiz.xhyhask@yahoo.com,+1-555-2342,68,160151,2022-08-15,uk,active,83,28754.3,-5.630235890669749,-8.144278,IDSTijfDrDxzodtNkFUJ Browser/1.0,False,False
